t_monotonic,ax,ay,az,gx,gy,gz
233327.520274,-0.103,0.114,1.051,-27.56,-4.0,4.21
233327.530099,-0.104,0.108,1.032,-33.39,-6.35,6.04
233327.541382,-0.128,0.102,1.022,-35.31,-8.21,5.65
233327.553769,-0.153,0.118,1.009,-34.88,-9.4,4.49
233327.559910,-0.171,0.146,0.987,-31.77,-9.8,3.72
233327.569340,-0.176,0.161,0.979,-24.96,-8.91,3.27
233327.579717,-0.172,0.156,0.97,-16.11,-7.54,1.98
233327.590835,-0.172,0.15,0.979,-7.87,-6.35,-0.06
233327.601092,-0.169,0.142,0.969,-1.04,-5.62,-2.14
233327.610627,-0.156,0.126,0.966,3.27,-4.55,-3.57
233327.623802,-0.148,0.1,0.964,4.64,-3.88,-4.09
233327.630007,-0.148,0.108,0.965,1.71,-4.33,-4.58
233327.638954,-0.139,0.131,0.966,-2.41,-5.16,-3.45
233327.649296,-0.14,0.124,0.956,-4.79,-5.8,-1.92
233327.659550,-0.144,0.126,0.957,-7.81,-6.07,-0.92
233327.669901,-0.139,0.119,0.955,-9.92,-5.65,-0.12
233327.680695,-0.142,0.115,0.943,-10.86,-5.1,-0.58
233327.693529,-0.143,0.114,0.94,-11.11,-4.46,-1.34
233327.699891,-0.145,0.109,0.936,-11.29,-3.6,-2.26
233327.709257,-0.153,0.118,0.939,-11.9,-2.59,-3.05
233327.719664,-0.156,0.136,0.947,-12.54,-1.92,-3.05
233327.729985,-0.156,0.138,0.935,-11.2,-0.82,-2.99
233327.740299,-0.153,0.121,0.91,-7.48,0.92,-3.3
233327.753943,-0.155,0.101,0.893,-3.88,2.47,-3.91
233327.759595,-0.159,0.088,0.886,-2.2,3.97,-4.88
233327.769050,-0.159,0.096,0.889,-2.93,4.97,-5.49
233327.779309,-0.167,0.119,0.906,-4.12,5.31,-4.46
233327.789683,-0.172,0.138,0.941,-3.69,5.86,-2.44
233327.800674,-0.181,0.179,0.968,-2.04,5.34,0.24
233327.810270,-0.182,0.219,0.985,2.47,4.55,4.03
233327.823663,-0.17,0.228,1.0,10.68,3.85,8.45
233327.829906,-0.16,0.205,1.024,19.47,1.86,12.88
233327.839467,-0.15,0.17,1.053,26.15,-0.82,16.85
233327.851029,-0.148,0.151,1.074,29.76,-4.76,20.91
233327.860335,-0.15,0.163,1.079,30.27,-10.16,25.42
233327.873524,-0.156,0.186,1.064,30.52,-15.78,30.12
233327.879620,-0.166,0.182,1.04,33.02,-20.54,35.0
233327.890371,-0.167,0.188,1.019,36.53,-24.99,40.35
233327.901183,-0.18,0.249,1.041,39.55,-31.83,47.0
233327.914626,-0.216,0.35,1.076,44.86,-41.26,55.7
233327.919795,-0.246,0.441,1.082,54.72,-51.64,67.78
233327.929732,-0.261,0.451,1.056,67.75,-62.5,81.94
233327.940520,-0.275,0.343,1.016,79.41,-72.12,94.18
233327.953484,-0.273,0.164,0.996,82.8,-79.26,102.82
233327.959668,-0.287,0.034,0.991,70.62,-87.04,107.82
233327.969893,-0.341,0.056,1.023,41.81,-96.35,112.95
233327.983284,-0.387,0.175,1.07,10.16,-105.75,121.68
233327.990526,-0.441,0.304,1.095,-12.33,-116.89,132.66
233328.000579,-0.5,0.41,1.037,-21.52,-129.25,144.23
233328.013497,-0.555,0.469,0.881,-24.63,-138.43,153.69
233328.020053,-0.551,0.509,0.877,-30.88,-140.6,163.12
233328.029950,-0.474,0.481,0.938,-30.46,-137.85,172.4
233328.043652,-0.405,0.382,0.944,-26.76,-133.15,177.59
233328.049524,-0.38,0.349,0.99,-29.79,-130.07,179.36
233328.059884,-0.352,0.353,1.1,-31.56,-129.67,181.37
233328.073095,-0.349,0.349,1.134,-25.09,-133.98,182.04
233328.079358,-0.362,0.359,1.117,-16.69,-142.0,182.44
233328.089785,-0.383,0.411,1.11,-5.01,-150.76,181.71
233328.103223,-0.349,0.44,1.016,10.07,-158.67,183.87
233328.109272,-0.194,0.436,0.868,28.32,-161.75,181.59
233328.119909,-0.061,0.384,0.784,42.45,-162.69,175.24
233328.133504,0.007,0.33,0.782,41.84,-162.24,170.57
233328.139899,0.057,0.328,0.869,32.29,-160.8,167.76
233328.150038,0.081,0.353,0.909,23.83,-159.67,166.36
233328.161290,0.13,0.359,0.947,28.08,-156.07,163.58
233328.173846,0.173,0.348,0.918,44.62,-152.65,158.45
233328.179977,0.233,0.303,0.835,62.56,-148.9,152.41
233328.190503,0.396,0.147,0.804,78.37,-142.43,143.44
233328.203791,0.59,-0.065,0.745,87.47,-136.91,129.28
233328.211014,0.734,-0.231,0.675,82.0,-134.62,114.05
233328.220447,0.75,-0.268,0.62,57.86,-135.38,101.63
233328.233692,0.7,-0.193,0.613,30.82,-134.62,93.39
233328.239741,0.693,-0.151,0.568,12.27,-131.87,89.3
233328.250267,0.743,-0.121,0.548,1.22,-127.32,82.55
233328.263407,0.765,-0.008,0.475,-8.03,-123.78,73.64
233328.269370,0.822,0.082,0.408,-7.66,-116.82,66.68
233328.279819,0.902,0.139,0.36,4.46,-106.6,54.84
233328.290277,0.964,0.172,0.371,24.45,-94.88,38.54
233328.303630,1.003,0.169,0.393,54.6,-81.58,20.91
233328.309371,1.051,0.106,0.42,88.9,-68.3,3.6
233328.320111,1.068,0.029,0.463,122.93,-55.42,-12.79
233328.330206,1.066,-0.104,0.471,149.51,-43.21,-25.36
233328.343683,1.092,-0.245,0.401,165.56,-30.52,-37.32
233328.349549,1.069,-0.297,0.31,167.64,-17.27,-51.67
233328.360228,1.021,-0.27,0.306,158.64,-4.46,-64.52
233328.370303,0.987,-0.148,0.355,150.7,8.24,-75.5
233328.383947,0.952,-0.008,0.448,151.62,21.94,-81.15
233328.389774,0.976,0.014,0.587,163.46,34.91,-83.47
233328.400762,1.021,-0.173,0.669,183.94,46.36,-84.93
233328.414203,1.189,-1.231,0.711,194.01,55.06,-81.12
233328.419545,1.531,-2.181,0.828,148.08,49.1,-76.02
233328.429695,0.977,-1.245,1.059,54.75,31.53,-106.72
233328.441082,0.767,-1.221,1.102,-8.55,47.21,-94.42
233328.453601,0.892,-0.938,1.065,-73.85,53.83,-103.24
233328.461309,1.115,-0.222,1.095,-134.28,36.93,-95.1
233328.470096,1.169,0.351,1.082,-150.76,16.57,-76.27
233328.480511,1.066,0.646,1.0,-127.93,-1.07,-58.14
233328.493934,1.006,0.739,0.896,-89.02,-12.45,-32.5
233328.500468,0.97,0.723,0.806,-53.59,-17.09,-1.92
233328.509789,0.989,0.685,0.753,-19.41,-16.88,24.93
233328.520180,1.033,0.61,0.669,6.29,-18.68,43.89
233328.533533,0.99,0.538,0.575,15.84,-22.03,52.06
233328.540905,0.866,0.491,0.478,13.15,-23.93,55.15
233328.549612,0.755,0.482,0.426,2.72,-23.04,57.62
233328.560011,0.676,0.474,0.372,-5.65,-19.17,60.3
233328.574162,0.644,0.425,0.341,-12.21,-13.7,62.35
233328.579400,0.613,0.361,0.319,-14.74,-8.12,60.95
233328.589257,0.597,0.302,0.313,-13.55,-2.17,56.4
233328.599718,0.582,0.258,0.334,-8.0,4.36,50.2
233328.610412,0.631,0.231,0.401,3.2,11.41,42.02
233328.623354,0.646,0.193,0.452,16.42,14.13,30.61
233328.631309,0.623,0.127,0.491,16.14,13.15,19.56
233328.640482,0.617,0.142,0.58,10.74,13.18,9.8
233328.652512,0.66,0.131,0.627,11.78,12.3,3.39
233328.661679,0.683,0.1,0.639,12.09,9.64,-2.23
233328.675240,0.695,0.098,0.668,10.38,6.81,-7.17
233328.681465,0.71,0.121,0.7,1.1,-0.82,-15.53
233328.690951,0.726,0.153,0.719,-3.17,-3.78,-18.77
233328.699838,0.74,0.208,0.735,-2.56,-5.28,-20.97
233328.710645,0.747,0.234,0.735,-4.33,-7.23,-21.67
233328.720514,0.76,0.248,0.739,-6.53,-9.13,-22.03
233328.733873,0.762,0.276,0.741,-6.32,-9.95,-21.03
233328.740004,0.753,0.317,0.722,-7.57,-11.63,-18.37
233328.749603,0.754,0.301,0.685,-11.08,-11.93,-15.93
233328.760407,0.756,0.3,0.661,-11.44,-10.83,-13.86
233328.773782,0.751,0.297,0.632,-9.34,-9.95,-12.3
233328.793484,0.705,0.296,0.624,-6.96,-7.87,-10.28
233328.797021,0.704,0.299,0.632,-5.86,-5.34,-7.75
233328.800371,0.708,0.301,0.629,-4.94,-3.63,-5.25
233328.809568,0.699,0.283,0.624,-2.84,-1.89,-3.02
233328.820109,0.689,0.263,0.619,-0.98,-0.15,-1.86
233328.830154,0.688,0.253,0.615,-0.49,2.04,-1.16
233328.843118,0.692,0.249,0.625,-0.27,3.97,-0.67
233328.848576,0.697,0.247,0.614,-0.58,5.55,-0.67
233328.858408,0.702,0.25,0.595,0.18,7.39,-0.98
233328.868848,0.701,0.258,0.592,2.59,9.28,-1.07
233328.879468,0.704,0.261,0.603,5.01,10.65,-1.22
233328.889644,0.701,0.266,0.623,6.26,11.35,-1.74
233328.900010,0.695,0.281,0.629,5.46,11.14,-1.92
233328.914664,0.706,0.279,0.633,5.1,11.14,-1.28
233328.919060,0.715,0.266,0.635,5.49,10.86,-1.22
233328.929693,0.713,0.271,0.637,4.12,10.13,-2.17
233328.939795,0.708,0.283,0.638,2.17,9.67,-2.59
233328.949866,0.715,0.28,0.637,0.76,9.43,-2.23
233328.960244,0.719,0.285,0.636,0.09,8.85,-2.69
233328.970514,0.714,0.293,0.632,-0.37,8.33,-2.78
233328.983669,0.711,0.302,0.656,-0.79,7.57,-2.32
233328.991128,0.721,0.317,0.673,-1.46,6.16,-1.56
233328.999525,0.727,0.318,0.664,-2.84,4.7,-1.62
233329.009282,0.72,0.322,0.665,-3.6,3.81,-1.43
233329.019821,0.726,0.317,0.653,-2.81,2.66,-0.31
233329.031663,0.716,0.307,0.65,-1.5,1.56,0.34
233329.041173,0.704,0.299,0.662,-0.37,0.92,0.79
233329.053595,0.709,0.284,0.657,0.03,0.31,1.07
233329.059642,0.705,0.27,0.654,0.52,-0.06,0.67
233329.069028,0.699,0.268,0.656,0.46,-0.52,0.43
233329.079143,0.698,0.259,0.647,-0.09,-0.89,0.06
233329.089566,0.694,0.248,0.645,-0.15,-0.73,-0.4
233329.100263,0.694,0.248,0.649,-0.46,-0.82,-0.67
233329.110266,0.693,0.257,0.645,-1.25,-1.01,-0.98
233329.120450,0.694,0.264,0.642,-1.46,-0.64,-1.19
233329.134095,0.695,0.265,0.641,-0.46,-0.24,-0.95
233329.140854,0.695,0.265,0.643,0.82,-0.09,-1.04
233329.149410,0.698,0.263,0.649,1.59,0.24,-1.56
233329.159920,0.698,0.263,0.654,1.98,0.27,-2.08
233329.169918,0.702,0.264,0.65,2.01,0.21,-2.59
233329.181922,0.697,0.264,0.645,1.37,0.31,-2.81
233329.190344,0.698,0.275,0.653,0.43,0.15,-2.38
233329.204115,0.708,0.283,0.655,-0.12,-0.12,-1.65
233329.209545,0.713,0.282,0.644,0.03,0.12,-2.08
233329.218896,0.705,0.288,0.639,0.31,0.55,-2.38
233329.229226,0.719,0.295,0.641,1.07,1.07,-1.74
233329.239995,0.722,0.296,0.637,2.29,1.34,-1.46
233329.250082,0.709,0.292,0.644,3.78,1.86,-1.65
233329.260713,0.715,0.29,0.645,4.64,2.41,-1.53
233329.270424,0.72,0.285,0.646,4.85,2.62,-1.83
233329.283687,0.711,0.282,0.65,4.27,2.56,-2.32
233329.289472,0.705,0.287,0.647,2.87,2.56,-2.47
233329.299028,0.704,0.29,0.644,1.83,2.53,-1.62
233329.309383,0.702,0.3,0.651,1.65,2.35,-0.46
233329.319551,0.701,0.304,0.649,1.98,2.11,0.79
233329.330306,0.696,0.296,0.646,3.02,2.38,1.59
233329.340807,0.698,0.289,0.653,3.72,2.44,1.89
233329.353657,0.698,0.285,0.658,3.72,2.26,1.98
233329.359099,0.694,0.278,0.658,3.97,2.14,1.89
233329.368825,0.689,0.276,0.663,3.78,1.98,1.53
233329.379050,0.685,0.283,0.672,2.69,1.74,1.07
233329.389509,0.686,0.284,0.667,1.56,1.65,0.7
233329.399815,0.688,0.282,0.657,0.58,1.53,0.03
233329.411455,0.686,0.284,0.649,0.24,1.83,-0.12
233329.420292,0.685,0.281,0.639,0.73,2.29,0.12
233329.433799,0.683,0.281,0.65,1.25,2.72,0.24
233329.440077,0.686,0.284,0.659,1.07,2.81,0.21
233329.449029,0.69,0.275,0.657,1.04,2.93,-0.31
233329.459582,0.688,0.27,0.658,1.1,3.33,-0.98
233329.471440,0.69,0.278,0.665,0.21,3.27,-1.22
233329.479966,0.693,0.285,0.659,-0.61,3.17,-1.4
233329.490133,0.691,0.286,0.662,-0.98,3.2,-1.16
233329.503713,0.694,0.294,0.663,-1.34,2.96,-1.07
233329.509858,0.694,0.297,0.659,-1.37,2.96,-0.82
233329.518711,0.693,0.294,0.659,-0.95,2.96,-0.34
233329.529111,0.698,0.294,0.654,-0.31,2.75,-0.09
233329.539984,0.692,0.286,0.647,0.52,2.78,-0.27
233329.550294,0.688,0.285,0.649,0.98,2.93,-0.09
233329.560259,0.689,0.291,0.662,1.25,2.84,0.21
233329.570461,0.693,0.293,0.676,0.7,1.89,0.61
233329.584628,0.692,0.292,0.662,-0.79,0.82,0.49
233329.590160,0.693,0.289,0.645,-1.34,0.89,0.43
233329.599515,0.688,0.297,0.645,-0.79,0.92,0.98
233329.609479,0.687,0.303,0.654,-0.21,0.7,2.14
233329.619655,0.687,0.299,0.656,0.0,0.24,2.84
233329.631437,0.689,0.289,0.652,0.31,0.43,2.75
233329.640317,0.688,0.286,0.652,0.85,0.61,2.41
233329.653605,0.69,0.289,0.652,0.89,0.58,2.23
233329.659547,0.688,0.288,0.656,1.04,0.52,2.41
233329.669303,0.685,0.285,0.657,0.98,0.34,2.47
233329.679714,0.689,0.282,0.654,0.79,0.34,2.01
233329.690485,0.687,0.283,0.652,1.34,0.73,1.53
233329.699858,0.686,0.284,0.656,1.56,0.61,1.4
233329.710202,0.686,0.286,0.655,1.59,0.31,1.37
233329.721942,0.684,0.279,0.65,1.71,0.34,0.95
233329.734807,0.688,0.278,0.655,1.56,0.64,0.55
233329.739709,0.692,0.279,0.655,1.34,0.89,-0.4
233329.749440,0.685,0.274,0.646,0.58,1.16,-1.37
233329.760746,0.685,0.288,0.657,-0.79,1.62,-1.53
233329.769932,0.685,0.303,0.667,-1.04,1.37,-1.07
233329.780022,0.684,0.301,0.673,-1.16,0.79,-0.21
233329.790988,0.689,0.298,0.673,-1.28,0.55,-0.37
233329.800567,0.691,0.289,0.667,-1.07,0.73,-0.76
233329.813551,0.691,0.281,0.66,-0.73,0.73,-0.7
233329.819371,0.691,0.277,0.66,-1.19,0.37,-0.31
233329.829858,0.695,0.282,0.667,-1.56,0.31,-0.21
233329.839473,0.698,0.28,0.665,-1.86,0.15,-0.55
233329.849778,0.694,0.275,0.654,-1.77,0.24,-1.07
233329.861522,0.693,0.274,0.653,-1.43,0.58,-1.25
233329.870389,0.688,0.275,0.657,-1.56,0.64,-1.16
233329.884835,0.694,0.277,0.663,-2.26,0.55,-1.16
233329.890485,0.693,0.282,0.661,-3.14,0.27,-1.37
233329.899711,0.691,0.288,0.654,-4.03,0.27,-1.37
233329.910877,0.69,0.294,0.651,-4.27,0.34,-0.7
233329.919702,0.7,0.295,0.653,-3.63,0.46,0.15
233329.930317,0.694,0.292,0.65,-2.69,0.24,0.27
233329.941478,0.691,0.281,0.654,-2.08,0.37,0.55
233329.951586,0.701,0.282,0.654,-1.89,0.64,0.15
233329.965433,0.693,0.287,0.654,-1.56,0.55,-0.18
233329.970230,0.689,0.29,0.66,-1.4,0.27,0.12
233329.979518,0.694,0.289,0.658,-1.68,-0.18,0.46
233329.990679,0.699,0.285,0.652,-1.83,-0.34,0.4
233329.999997,0.694,0.282,0.653,-1.95,-0.34,0.12
233330.011094,0.694,0.282,0.655,-1.92,-0.58,0.03
233330.021865,0.696,0.282,0.656,-1.92,-0.76,0.4
233330.035242,0.695,0.285,0.655,-2.11,-0.85,0.21
233330.041217,0.694,0.284,0.652,-1.68,-0.82,-0.03
233330.049916,0.692,0.287,0.653,-0.79,-1.04,0.09
233330.059483,0.688,0.285,0.653,0.09,-0.95,0.31
233330.070937,0.689,0.28,0.651,0.82,-0.61,0.31
233330.079910,0.689,0.283,0.658,1.19,-0.43,0.18
233330.090423,0.689,0.285,0.661,0.85,-0.64,0.49
233330.100956,0.69,0.284,0.663,0.06,-0.85,0.58
233330.115564,0.691,0.285,0.661,-0.58,-1.04,0.55
233330.120493,0.691,0.283,0.657,-0.64,-1.13,0.64
233330.129608,0.689,0.282,0.652,-0.31,-1.07,0.67
233330.139544,0.689,0.279,0.653,0.46,-0.7,0.58
233330.149666,0.689,0.273,0.651,1.31,-0.31,0.61
233330.160629,0.691,0.27,0.647,2.41,0.49,0.27
233330.170550,0.694,0.27,0.653,3.3,0.82,-0.06
233330.184711,0.693,0.276,0.653,3.54,1.1,-0.76
233330.189533,0.689,0.278,0.652,3.75,1.53,-1.1
233330.199473,0.676,0.282,0.651,2.53,1.77,-0.27
233330.210712,0.702,0.294,0.661,2.23,2.2,0.46
233330.219526,0.693,0.295,0.662,3.14,1.8,0.58
233330.229936,0.692,0.287,0.662,2.72,1.56,0.67
233330.240203,0.698,0.29,0.664,2.35,1.53,0.27
233330.250790,0.695,0.291,0.662,1.8,0.95,0.24
233330.265682,0.696,0.288,0.661,1.34,0.37,0.61
233330.269827,0.695,0.286,0.663,1.01,-0.06,0.52
233330.279848,0.693,0.282,0.664,0.37,-0.34,0.37
233330.289373,0.693,0.281,0.664,-0.24,-0.73,0.24
233330.299734,0.693,0.282,0.665,-0.61,-1.1,0.21
233330.310089,0.693,0.288,0.663,-0.43,-1.37,0.24
233330.321273,0.693,0.287,0.654,0.18,-1.46,0.4
233330.334786,0.692,0.285,0.65,1.07,-1.37,0.4
233330.340048,0.691,0.282,0.649,2.08,-0.85,0.24
233330.349217,0.691,0.278,0.651,2.84,-0.52,0.06
233330.359437,0.691,0.277,0.651,3.14,-0.18,-0.27
233330.369695,0.692,0.278,0.656,3.05,0.27,-0.61
233330.380071,0.691,0.285,0.657,2.14,0.31,-0.64
233330.390561,0.689,0.291,0.659,0.95,0.12,-0.34
233330.400540,0.689,0.29,0.66,-0.52,-0.27,0.24
233330.415401,0.692,0.29,0.662,-2.14,-0.67,0.67
233330.420494,0.695,0.29,0.661,-2.78,-0.98,0.89
233330.429501,0.701,0.29,0.657,-2.84,-1.07,1.31
233330.439419,0.7,0.285,0.656,-1.92,-1.04,1.53
233330.451920,0.699,0.272,0.656,-0.58,-0.79,1.83
233330.461182,0.692,0.259,0.651,0.58,-0.21,1.89
233330.470179,0.688,0.252,0.647,1.77,0.58,1.4
233330.485224,0.682,0.251,0.639,2.96,1.53,0.49
233330.489173,0.68,0.243,0.635,3.72,2.53,-0.61
233330.499014,0.677,0.236,0.635,2.99,2.9,-2.08
233330.509239,0.683,0.245,0.651,-0.34,2.56,-4.09
233330.519582,0.678,0.269,0.646,-0.12,2.84,-6.65
233330.531365,0.675,0.271,0.627,1.01,3.05,-7.72
233330.540269,0.675,0.283,0.628,1.65,3.39,-8.09
233330.550417,0.67,0.288,0.637,5.16,4.06,-8.51
233330.564050,0.68,0.254,0.647,9.4,5.04,-8.39
233330.569344,0.685,0.241,0.678,9.67,4.97,-9.55
233330.579525,0.689,0.248,0.698,4.49,3.36,-11.14
233330.590826,0.695,0.257,0.697,-1.16,2.01,-12.51
233330.599982,0.703,0.272,0.695,-6.35,1.04,-13.15
233330.611367,0.706,0.298,0.703,-11.14,-0.34,-12.63
233330.624912,0.7,0.321,0.707,-13.37,-1.89,-11.02
233330.630116,0.7,0.335,0.707,-14.07,-3.54,-9.22
233330.639466,0.694,0.351,0.717,-14.37,-5.28,-8.0
233330.650520,0.693,0.364,0.728,-13.31,-6.93,-6.56
233330.660362,0.693,0.367,0.716,-12.21,-8.48,-5.01
233330.674453,0.692,0.362,0.691,-10.71,-9.34,-3.54
233330.680181,0.689,0.357,0.675,-8.7,-9.98,-2.04
233330.689161,0.681,0.359,0.662,-6.47,-10.41,-0.4
233330.699428,0.675,0.36,0.648,-2.9,-10.28,1.53
233330.709912,0.671,0.347,0.633,0.58,-9.58,2.53
233330.721575,0.671,0.329,0.617,3.63,-8.09,2.44
233330.731142,0.67,0.309,0.604,5.71,-6.41,2.11
233330.744779,0.665,0.292,0.594,6.35,-4.79,1.59
233330.749389,0.664,0.276,0.59,5.19,-3.11,0.82
233330.760502,0.662,0.269,0.596,2.96,-1.5,0.24
233330.770560,0.668,0.268,0.599,-0.09,0.03,-0.89
233330.779550,0.668,0.283,0.604,-2.23,1.65,-2.08
233330.790895,0.669,0.3,0.619,-2.44,3.05,-2.44
233330.801103,0.673,0.312,0.63,-1.74,3.94,-2.44
233330.810476,0.681,0.321,0.639,-0.34,4.55,-2.38
233330.825319,0.688,0.321,0.643,2.11,4.94,-2.01
233330.831340,0.692,0.312,0.647,4.27,5.34,-1.59
233330.839274,0.696,0.315,0.653,5.65,5.16,-1.34
233330.850668,0.698,0.314,0.659,6.41,4.85,-0.85
233330.861030,0.697,0.307,0.661,6.87,4.7,-0.34
233330.870482,0.706,0.304,0.662,6.32,4.49,-0.18
233330.880679,0.707,0.304,0.659,5.86,4.3,-0.24
233330.894401,0.703,0.3,0.66,5.28,4.18,-0.03
233330.900228,0.703,0.304,0.662,4.43,3.78,0.24
233330.909244,0.706,0.307,0.656,4.12,3.63,0.52
233330.919287,0.704,0.307,0.658,4.64,3.6,1.13
233330.929581,0.702,0.306,0.663,5.19,3.42,1.83
233330.939876,0.706,0.3,0.665,5.74,3.42,2.17
233330.951941,0.707,0.294,0.664,6.38,3.48,2.2
233330.961906,0.704,0.293,0.667,6.35,3.36,2.44
233330.974290,0.705,0.289,0.674,5.74,3.45,2.75
233330.979437,0.703,0.291,0.673,5.16,3.33,2.93
233330.989935,0.701,0.297,0.673,4.09,3.11,3.33
233330.999337,0.699,0.3,0.674,3.33,3.05,4.03
233331.010206,0.696,0.299,0.671,2.99,3.2,4.73
233331.019888,0.691,0.297,0.676,2.93,3.36,5.46
233331.030380,0.684,0.296,0.685,2.29,3.14,6.38
233331.044783,0.685,0.287,0.681,1.71,2.93,7.23
233331.050375,0.688,0.276,0.673,1.19,2.93,7.48
233331.058994,0.689,0.268,0.67,0.31,2.87,7.35
233331.070519,0.684,0.269,0.67,-0.82,2.99,7.29
233331.079621,0.676,0.265,0.671,-1.59,3.23,6.81
233331.090097,0.666,0.266,0.677,-2.78,3.14,5.52
233331.100073,0.655,0.271,0.682,-3.33,3.05,4.09
233331.110556,0.63,0.263,0.674,-3.51,2.29,2.5
233331.125319,0.602,0.249,0.662,-5.31,0.85,1.07
233331.130887,0.583,0.244,0.643,-6.78,-0.34,-0.24
233331.139048,0.571,0.234,0.622,-7.63,-1.25,-1.56
233331.149273,0.574,0.24,0.601,-8.67,-1.89,-3.27
233331.160185,0.59,0.26,0.589,-7.78,-2.56,-5.49
233331.171173,0.618,0.272,0.588,-3.85,-2.14,-8.09
233331.180579,0.647,0.272,0.593,0.43,-1.74,-11.32
233331.193966,0.683,0.273,0.607,2.69,-1.43,-14.44
233331.200634,0.718,0.281,0.63,1.43,-1.68,-17.52
233331.209980,0.742,0.308,0.664,-3.39,-2.87,-20.05
233331.221195,0.756,0.357,0.695,-10.22,-4.43,-21.49
233331.232129,0.758,0.421,0.731,-17.82,-6.62,-21.33
233331.245239,0.757,0.475,0.763,-22.22,-8.88,-19.47
233331.250568,0.749,0.504,0.772,-21.27,-11.2,-15.5
233331.259677,0.739,0.507,0.763,-17.03,-13.03,-10.56
233331.270314,0.722,0.501,0.761,-11.51,-14.71,-5.4
233331.280374,0.708,0.487,0.755,-6.2,-16.21,0.06
233331.294366,0.701,0.452,0.742,-1.04,-17.37,5.16
233331.299702,0.694,0.405,0.722,3.91,-17.55,9.25
233331.311861,0.696,0.362,0.698,7.69,-17.09,12.51
233331.321781,0.7,0.322,0.679,10.22,-16.17,14.98
233331.330850,0.692,0.291,0.668,11.38,-15.23,16.97
233331.345390,0.68,0.264,0.654,11.17,-14.37,18.4
233331.350670,0.677,0.229,0.633,9.49,-13.28,19.5
233331.361004,0.683,0.194,0.609,5.01,-12.21,19.93
233331.370607,0.686,0.176,0.585,-2.32,-11.87,19.53
233331.383793,0.675,0.176,0.578,-10.16,-11.57,19.81
233331.391656,0.692,0.176,0.571,-16.66,-10.83,20.54
233331.399789,0.707,0.2,0.578,-22.13,-10.5,19.1
233331.410971,0.72,0.223,0.584,-23.83,-9.98,17.3
233331.423534,0.742,0.238,0.593,-22.4,-9.25,15.35
233331.429818,0.761,0.258,0.613,-21.15,-9.31,12.67
233331.439642,0.768,0.274,0.64,-20.11,-10.1,10.25
233331.449990,0.775,0.267,0.658,-19.17,-11.02,7.81
233331.461895,0.77,0.253,0.675,-20.81,-12.54,5.1
233331.473826,0.758,0.248,0.683,-24.23,-14.92,2.78
233331.481531,0.746,0.252,0.675,-27.19,-17.7,1.59
233331.489691,0.736,0.256,0.665,-27.86,-20.23,0.55
233331.500637,0.723,0.266,0.666,-26.34,-22.68,0.06
233331.510571,0.719,0.266,0.67,-22.46,-25.03,0.52
233331.524326,0.715,0.249,0.674,-17.09,-27.01,0.46
233331.530022,0.715,0.229,0.662,-13.7,-28.78,-0.06
233331.540095,0.717,0.222,0.644,-12.51,-29.69,-1.01
233331.552632,0.724,0.22,0.626,-12.45,-29.54,-1.95
233331.564407,0.729,0.222,0.611,-12.97,-29.08,-3.33
233331.571225,0.73,0.226,0.59,-13.55,-28.05,-4.85
233331.579413,0.74,0.223,0.576,-14.65,-26.15,-6.23
233331.590326,0.752,0.22,0.572,-15.78,-23.8,-7.81
233331.600614,0.756,0.217,0.574,-17.09,-21.33,-9.46
233331.615484,0.765,0.208,0.589,-20.08,-19.1,-11.2
233331.620926,0.764,0.211,0.61,-24.69,-17.37,-13.28
233331.629759,0.761,0.212,0.619,-28.9,-15.75,-14.95
233331.642140,0.751,0.222,0.627,-32.11,-14.53,-16.48
233331.654869,0.74,0.236,0.633,-34.46,-13.92,-17.03
233331.661435,0.725,0.245,0.634,-34.55,-13.43,-17.06
233331.671068,0.705,0.236,0.626,-31.86,-13.49,-16.36
233331.682063,0.693,0.219,0.613,-27.77,-13.46,-15.84
233331.694043,0.696,0.198,0.605,-23.53,-13.7,-15.23
233331.701513,0.703,0.171,0.6,-20.14,-14.28,-14.19
233331.710167,0.703,0.138,0.588,-18.68,-14.95,-13.95
233331.721850,0.703,0.107,0.592,-20.39,-15.44,-14.71
233331.735197,0.703,0.087,0.611,-24.26,-15.9,-16.42
233331.741336,0.712,0.069,0.626,-29.27,-16.51,-18.65
233331.749791,0.718,0.053,0.632,-34.97,-17.15,-21.61
233331.760472,0.719,0.055,0.632,-41.35,-17.58,-24.26
233331.775069,0.73,0.061,0.623,-48.46,-17.94,-26.64
233331.781638,0.732,0.084,0.644,-55.09,-18.01,-30.34
233331.790211,0.714,0.135,0.684,-59.76,-19.29,-32.84
233331.801676,0.704,0.17,0.725,-62.32,-21.21,-34.24
233331.814162,0.684,0.208,0.766,-65.89,-24.11,-36.04
233331.820279,0.67,0.25,0.807,-70.47,-27.22,-37.75
233331.829869,0.652,0.291,0.792,-73.09,-30.3,-39.16
233331.840396,0.648,0.322,0.748,-71.14,-32.32,-38.15
233331.853572,0.642,0.351,0.698,-65.07,-31.71,-36.68
233331.861833,0.634,0.364,0.645,-56.64,-29.66,-35.52
233331.869779,0.626,0.369,0.63,-49.17,-27.38,-33.48
233331.880730,0.633,0.387,0.617,-42.48,-24.57,-31.31
233331.894633,0.667,0.404,0.555,-31.71,-18.13,-29.42
233331.900531,0.817,0.396,0.386,-15.23,-9.52,-27.31
