t_monotonic,left_distance_cm,left_status,right_distance_cm,right_status,sequence
506954.375000,101.0,Ok,115.0,Ok,0
506954.421000,94.0,Ok,99.0,Ok,1
506954.484000,90.0,Ok,95.0,Ok,2
506954.531000,97.0,Ok,93.0,Ok,3
506954.578000,88.0,Ok,93.0,Ok,4
506954.625000,92.0,Ok,95.0,Ok,5
506954.671000,81.0,Ok,93.0,Ok,6
506954.734000,84.0,Ok,86.0,Ok,7
506954.781000,86.0,Ok,84.0,Ok,8
506954.828000,82.0,Ok,91.0,Ok,9
506954.875000,84.0,Ok,88.0,Ok,10
506954.937000,91.0,Ok,92.0,Ok,11
506954.984000,84.0,Ok,90.0,Ok,12
506955.031000,85.0,Ok,98.0,Ok,13
506955.078000,90.0,Ok,112.0,Ok,14
506955.125000,93.0,Ok,95.0,Ok,15
506955.187000,89.0,Ok,101.0,Ok,16
506955.234000,92.0,Ok,99.0,Ok,17
506955.281000,102.0,Ok,98.0,Ok,18
506955.328000,102.0,Ok,106.0,Ok,19
506955.375000,100.0,Ok,105.0,Ok,20
506955.421000,101.0,Ok,100.0,Ok,21
506955.468000,100.0,Ok,96.0,Ok,22
506955.546000,96.0,Ok,86.0,Ok,23
506955.578000,96.0,Ok,94.0,Ok,24
506955.625000,88.0,Ok,86.0,Ok,25
506955.687000,106.0,Ok,84.0,Ok,26
506955.718000,67.0,Ok,90.0,Ok,27
506955.781000,74.0,Ok,83.0,Ok,28
506955.828000,77.0,Ok,76.0,Ok,29
506955.875000,67.0,Ok,76.0,Ok,30
506955.921000,61.0,Ok,80.0,Ok,31
506955.984000,63.0,Ok,105.0,Ok,32
506956.031000,46.0,Ok,87.0,Ok,33
506956.078000,48.0,Ok,97.0,Ok,34
506956.125000,53.0,Ok,82.0,Ok,35
506956.171000,58.0,Ok,117.0,Ok,36
506956.218000,58.0,Ok,81.0,Ok,37
506956.265000,71.0,Ok,99.0,Ok,38
506956.328000,70.0,Ok,92.0,Ok,39
506956.375000,75.0,Ok,87.0,Ok,40
506956.437000,88.0,Ok,101.0,Ok,41
506956.484000,77.0,Ok,95.0,Ok,42
506956.531000,98.0,Ok,90.0,Ok,43
506956.578000,107.0,Ok,88.0,Ok,44
506956.640000,106.0,Ok,92.0,Ok,45
506956.687000,107.0,Ok,91.0,Ok,46
506956.718000,103.0,Ok,90.0,Ok,47
506956.781000,108.0,Ok,87.0,Ok,48
506956.828000,104.0,Ok,87.0,Ok,49
506956.906000,105.0,Ok,89.0,Ok,50
506956.937000,112.0,Ok,92.0,Ok,51
506956.984000,105.0,Ok,85.0,Ok,52
506957.031000,106.0,Ok,85.0,Ok,53
506957.078000,101.0,Ok,78.0,Ok,54
506957.125000,100.0,Ok,94.0,Ok,55
506957.171000,97.0,Ok,86.0,Ok,56
506957.218000,97.0,Ok,79.0,Ok,57
506957.281000,92.0,Ok,80.0,Ok,58
506957.328000,87.0,Ok,80.0,Ok,59
506957.375000,94.0,Ok,79.0,Ok,60
506957.437000,98.0,Ok,88.0,Ok,61
506957.484000,95.0,Ok,85.0,Ok,62
506957.531000,97.0,Ok,90.0,Ok,63
506957.562000,95.0,Ok,84.0,Ok,64
506957.625000,104.0,Ok,89.0,Ok,65
506957.671000,98.0,Ok,91.0,Ok,66
506957.734000,70.0,Ok,87.0,Ok,67
506957.781000,99.0,Ok,86.0,Ok,68
506957.828000,94.0,Ok,93.0,Ok,69
506957.875000,96.0,Ok,92.0,Ok,70
506957.937000,99.0,Ok,84.0,Ok,71
506957.984000,99.0,Ok,86.0,Ok,72
506958.031000,94.0,Ok,89.0,Ok,73
506958.078000,92.0,Ok,91.0,Ok,74
506958.109000,91.0,Ok,91.0,Ok,75
506958.187000,98.0,Ok,90.0,Ok,76
506958.234000,98.0,Ok,92.0,Ok,77
506958.281000,100.0,Ok,90.0,Ok,78
506958.328000,94.0,Ok,91.0,Ok,79
506958.375000,96.0,Ok,97.0,Ok,80
506958.421000,95.0,Ok,92.0,Ok,81
506958.468000,94.0,Ok,96.0,Ok,82
506958.531000,84.0,Ok,91.0,Ok,83
506958.562000,91.0,Ok,88.0,Ok,84
506958.625000,98.0,Ok,87.0,Ok,85
506958.671000,92.0,Ok,89.0,Ok,86
506958.734000,97.0,Ok,88.0,Ok,87
506958.765000,94.0,Ok,86.0,Ok,88
506958.828000,92.0,Ok,90.0,Ok,89
506958.875000,90.0,Ok,88.0,Ok,90
506958.937000,96.0,Ok,90.0,Ok,91
506958.984000,94.0,Ok,88.0,Ok,92
506959.031000,99.0,Ok,90.0,Ok,93
506959.078000,95.0,Ok,94.0,Ok,94
506959.125000,97.0,Ok,88.0,Ok,95
506959.171000,96.0,Ok,85.0,Ok,96
506959.218000,93.0,Ok,83.0,Ok,97
506959.281000,91.0,Ok,76.0,Ok,98
506959.328000,95.0,Ok,71.0,Ok,99
506959.375000,94.0,Ok,65.0,Ok,100
506959.421000,92.0,Ok,60.0,Ok,101
506959.484000,89.0,Ok,51.0,Ok,102
506959.531000,98.0,Ok,58.0,Ok,103
506959.578000,98.0,Ok,56.0,Ok,104
506959.625000,92.0,Ok,59.0,Ok,105
506959.687000,97.0,Ok,59.0,Ok,106
506959.734000,97.0,Ok,52.0,Ok,107
506959.781000,102.0,Ok,48.0,Ok,108
506959.828000,101.0,Ok,50.0,Ok,109
506959.875000,101.0,Ok,53.0,Ok,110
506959.937000,102.0,Ok,57.0,Ok,111
506959.984000,96.0,Ok,53.0,Ok,112
506960.031000,96.0,Ok,48.0,Ok,113
506960.078000,104.0,Ok,51.0,Ok,114
506960.125000,101.0,Ok,58.0,Ok,115
506960.187000,104.0,Ok,54.0,Ok,116
506960.234000,102.0,Ok,55.0,Ok,117
506960.281000,100.0,Ok,58.0,Ok,118
506960.328000,99.0,Ok,56.0,Ok,119
506960.375000,93.0,Ok,59.0,Ok,120
506960.437000,91.0,Ok,58.0,Ok,121
506960.484000,99.0,Ok,57.0,Ok,122
506960.515000,93.0,Ok,56.0,Ok,123
506960.578000,97.0,Ok,55.0,Ok,124
506960.625000,100.0,Ok,53.0,Ok,125
506960.687000,102.0,Ok,54.0,Ok,126
506960.734000,99.0,Ok,54.0,Ok,127
506960.781000,98.0,Ok,55.0,Ok,128
506960.828000,97.0,Ok,56.0,Ok,129
506960.875000,99.0,Ok,56.0,Ok,130
506960.937000,100.0,Ok,58.0,Ok,131
506960.984000,99.0,Ok,57.0,Ok,132
506961.031000,99.0,Ok,59.0,Ok,133
506961.078000,101.0,Ok,56.0,Ok,134
506961.125000,99.0,Ok,56.0,Ok,135
506961.187000,97.0,Ok,56.0,Ok,136
506961.218000,100.0,Ok,54.0,Ok,137
506961.281000,96.0,Ok,56.0,Ok,138
506961.328000,91.0,Ok,56.0,Ok,139
506961.375000,97.0,Ok,56.0,Ok,140
506961.437000,91.0,Ok,55.0,Ok,141
506961.484000,96.0,Ok,57.0,Ok,142
506961.531000,92.0,Ok,58.0,Ok,143
506961.578000,92.0,Ok,58.0,Ok,144
506961.609000,90.0,Ok,60.0,Ok,145
506961.687000,91.0,Ok,58.0,Ok,146
506961.734000,90.0,Ok,60.0,Ok,147
506961.781000,91.0,Ok,58.0,Ok,148
506961.828000,90.0,Ok,59.0,Ok,149
506961.875000,88.0,Ok,60.0,Ok,150
506961.937000,91.0,Ok,56.0,Ok,151
506961.968000,92.0,Ok,58.0,Ok,152
506962.015000,94.0,Ok,56.0,Ok,153
506962.078000,92.0,Ok,56.0,Ok,154
506962.125000,95.0,Ok,60.0,Ok,155
506962.187000,93.0,Ok,56.0,Ok,156
506962.234000,94.0,Ok,56.0,Ok,157
506962.281000,94.0,Ok,56.0,Ok,158
506962.328000,96.0,Ok,57.0,Ok,159
506962.375000,98.0,Ok,56.0,Ok,160
506962.421000,98.0,Ok,58.0,Ok,161
506962.484000,100.0,Ok,57.0,Ok,162
506962.531000,97.0,Ok,57.0,Ok,163
506962.578000,93.0,Ok,57.0,Ok,164
506962.625000,99.0,Ok,51.0,Ok,165
506962.671000,99.0,Ok,52.0,Ok,166
506962.734000,99.0,Ok,52.0,Ok,167
506962.781000,98.0,Ok,53.0,Ok,168
506962.828000,98.0,Ok,49.0,Ok,169
506962.875000,93.0,Ok,59.0,Ok,170
506962.921000,96.0,Ok,63.0,Ok,171
506962.968000,104.0,Ok,67.0,Ok,172
506963.031000,96.0,Ok,69.0,Ok,173
506963.078000,95.0,Ok,76.0,Ok,174
506963.125000,92.0,Ok,81.0,Ok,175
506963.171000,98.0,Ok,88.0,Ok,176
506963.218000,97.0,Ok,94.0,Ok,177
506963.281000,94.0,Ok,88.0,Ok,178
506963.328000,94.0,Ok,98.0,Ok,179
506963.375000,97.0,Ok,89.0,Ok,180
506963.421000,95.0,Ok,88.0,Ok,181
506963.468000,97.0,Ok,78.0,Ok,182
506963.531000,86.0,Ok,88.0,Ok,183
506963.578000,93.0,Ok,89.0,Ok,184
506963.625000,88.0,Ok,89.0,Ok,185
506963.671000,85.0,Ok,89.0,Ok,186
506963.734000,89.0,Ok,90.0,Ok,187
506963.781000,87.0,Ok,97.0,Ok,188
506963.828000,77.0,Ok,89.0,Ok,189
506963.875000,90.0,Ok,87.0,Ok,190
506963.937000,94.0,Ok,94.0,Ok,191
506963.984000,94.0,Ok,91.0,Ok,192
506964.031000,82.0,Ok,89.0,Ok,193
506964.078000,97.0,Ok,91.0,Ok,194
506964.125000,97.0,Ok,91.0,Ok,195
506964.171000,90.0,Ok,88.0,Ok,196
506964.234000,84.0,Ok,88.0,Ok,197
506964.281000,92.0,Ok,90.0,Ok,198
506964.328000,89.0,Ok,89.0,Ok,199
506964.375000,91.0,Ok,91.0,Ok,200
506964.437000,96.0,Ok,87.0,Ok,201
506964.484000,94.0,Ok,89.0,Ok,202
506964.531000,101.0,Ok,89.0,Ok,203
506964.578000,95.0,Ok,89.0,Ok,204
506964.640000,95.0,Ok,90.0,Ok,205
506964.687000,93.0,Ok,92.0,Ok,206
506964.734000,88.0,Ok,89.0,Ok,207
506964.781000,91.0,Ok,91.0,Ok,208
506964.828000,90.0,Ok,90.0,Ok,209
506964.875000,94.0,Ok,90.0,Ok,210
506964.937000,93.0,Ok,90.0,Ok,211
506964.984000,94.0,Ok,92.0,Ok,212
506965.031000,94.0,Ok,82.0,Ok,213
506965.078000,92.0,Ok,86.0,Ok,214
506965.125000,96.0,Ok,83.0,Ok,215
506965.187000,90.0,Ok,87.0,Ok,216
506965.218000,92.0,Ok,81.0,Ok,217
506965.281000,96.0,Ok,86.0,Ok,218
506965.328000,92.0,Ok,83.0,Ok,219
506965.375000,95.0,Ok,86.0,Ok,220
506965.437000,95.0,Ok,83.0,Ok,221
506965.484000,86.0,Ok,79.0,Ok,222
506965.531000,92.0,Ok,79.0,Ok,223
506965.578000,90.0,Ok,86.0,Ok,224
506965.625000,93.0,Ok,86.0,Ok,225
506965.687000,92.0,Ok,77.0,Ok,226
506965.734000,92.0,Ok,88.0,Ok,227
506965.781000,95.0,Ok,86.0,Ok,228
506965.828000,97.0,Ok,88.0,Ok,229
506965.875000,96.0,Ok,85.0,Ok,230
506965.921000,99.0,Ok,84.0,Ok,231
506965.968000,96.0,Ok,84.0,Ok,232
506966.031000,92.0,Ok,85.0,Ok,233
506966.078000,94.0,Ok,85.0,Ok,234
506966.125000,94.0,Ok,89.0,Ok,235
506966.171000,94.0,Ok,83.0,Ok,236
506966.218000,95.0,Ok,84.0,Ok,237
506966.281000,87.0,Ok,91.0,Ok,238
506966.328000,96.0,Ok,84.0,Ok,239
506966.375000,91.0,Ok,86.0,Ok,240
506966.437000,97.0,Ok,84.0,Ok,241
506966.484000,92.0,Ok,88.0,Ok,242
506966.531000,94.0,Ok,87.0,Ok,243
506966.578000,96.0,Ok,85.0,Ok,244
506966.625000,89.0,Ok,87.0,Ok,245
506966.687000,96.0,Ok,90.0,Ok,246
506966.734000,86.0,Ok,85.0,Ok,247
506966.781000,91.0,Ok,89.0,Ok,248
506966.828000,92.0,Ok,86.0,Ok,249
506966.875000,92.0,Ok,86.0,Ok,250
506966.921000,92.0,Ok,83.0,Ok,251
506966.984000,92.0,Ok,88.0,Ok,252
506967.031000,91.0,Ok,81.0,Ok,253
506967.078000,98.0,Ok,88.0,Ok,254
506967.125000,90.0,Ok,83.0,Ok,255
506967.187000,98.0,Ok,87.0,Ok,256
506967.234000,99.0,Ok,89.0,Ok,257
506967.281000,92.0,Ok,90.0,Ok,258
506967.328000,92.0,Ok,83.0,Ok,259
506967.375000,95.0,Ok,84.0,Ok,260
506967.421000,94.0,Ok,86.0,Ok,261
506967.484000,94.0,Ok,84.0,Ok,262
506967.531000,94.0,Ok,88.0,Ok,263
506967.578000,91.0,Ok,78.0,Ok,264
506967.625000,98.0,Ok,88.0,Ok,265
506967.671000,99.0,Ok,79.0,Ok,266
506967.734000,95.0,Ok,79.0,Ok,267
506967.812000,98.0,Ok,88.0,Ok,268
506967.828000,97.0,Ok,82.0,Ok,269
506967.875000,100.0,Ok,86.0,Ok,270
506967.937000,93.0,Ok,84.0,Ok,271
506967.984000,97.0,Ok,87.0,Ok,272
506968.031000,95.0,Ok,87.0,Ok,273
506968.078000,93.0,Ok,88.0,Ok,274
506968.140000,94.0,Ok,85.0,Ok,275
506968.187000,92.0,Ok,86.0,Ok,276
506968.234000,94.0,Ok,87.0,Ok,277
506968.265000,99.0,Ok,84.0,Ok,278
506968.328000,95.0,Ok,89.0,Ok,279
506968.375000,94.0,Ok,88.0,Ok,280
506968.437000,94.0,Ok,91.0,Ok,281
506968.468000,99.0,Ok,83.0,Ok,282
506968.531000,96.0,Ok,90.0,Ok,283
506968.578000,96.0,Ok,83.0,Ok,284
506968.640000,97.0,Ok,84.0,Ok,285
506968.687000,86.0,Ok,81.0,Ok,286
506968.734000,90.0,Ok,71.0,Ok,287
506968.781000,87.0,Ok,63.0,Ok,288
506968.828000,99.0,Ok,58.0,Ok,289
506968.875000,93.0,Ok,56.0,Ok,290
506968.937000,86.0,Ok,54.0,Ok,291
506968.984000,99.0,Ok,50.0,Ok,292
506969.015000,99.0,Ok,53.0,Ok,293
506969.078000,99.0,Ok,50.0,Ok,294
506969.125000,99.0,Ok,53.0,Ok,295
506969.187000,104.0,Ok,51.0,Ok,296
506969.234000,103.0,Ok,52.0,Ok,297
506969.281000,108.0,Ok,49.0,Ok,298
506969.328000,109.0,Ok,50.0,Ok,299
506969.375000,108.0,Ok,55.0,Ok,300
506969.437000,108.0,Ok,51.0,Ok,301
506969.484000,106.0,Ok,52.0,Ok,302
506969.531000,101.0,Ok,52.0,Ok,303
506969.578000,98.0,Ok,51.0,Ok,304
506969.625000,99.0,Ok,52.0,Ok,305
506969.687000,98.0,Ok,51.0,Ok,306
506969.734000,99.0,Ok,52.0,Ok,307
506969.781000,96.0,Ok,54.0,Ok,308
506969.828000,97.0,Ok,51.0,Ok,309
506969.875000,97.0,Ok,51.0,Ok,310
506969.937000,97.0,Ok,55.0,Ok,311
506969.984000,97.0,Ok,54.0,Ok,312
506970.031000,101.0,Ok,54.0,Ok,313
506970.078000,99.0,Ok,54.0,Ok,314
506970.125000,99.0,Ok,50.0,Ok,315
506970.187000,99.0,Ok,49.0,Ok,316
506970.234000,100.0,Ok,53.0,Ok,317
506970.281000,99.0,Ok,54.0,Ok,318
506970.328000,103.0,Ok,52.0,Ok,319
506970.375000,99.0,Ok,51.0,Ok,320
506970.437000,99.0,Ok,52.0,Ok,321
506970.484000,101.0,Ok,54.0,Ok,322
506970.546000,91.0,Ok,54.0,Ok,323
506970.562000,100.0,Ok,54.0,Ok,324
506970.625000,96.0,Ok,49.0,Ok,325
506970.671000,96.0,Ok,54.0,Ok,326
506970.734000,99.0,Ok,53.0,Ok,327
506970.781000,97.0,Ok,54.0,Ok,328
506970.828000,98.0,Ok,53.0,Ok,329
506970.875000,98.0,Ok,53.0,Ok,330
506970.937000,98.0,Ok,53.0,Ok,331
506970.984000,100.0,Ok,55.0,Ok,332
506971.031000,99.0,Ok,47.0,Ok,333
506971.078000,97.0,Ok,54.0,Ok,334
506971.125000,100.0,Ok,54.0,Ok,335
506971.187000,103.0,Ok,56.0,Ok,336
506971.234000,102.0,Ok,57.0,Ok,337
506971.281000,102.0,Ok,53.0,Ok,338
506971.328000,101.0,Ok,53.0,Ok,339
506971.375000,98.0,Ok,54.0,Ok,340
506971.437000,97.0,Ok,54.0,Ok,341
506971.484000,98.0,Ok,55.0,Ok,342
506971.531000,104.0,Ok,49.0,Ok,343
506971.578000,97.0,Ok,55.0,Ok,344
506971.625000,98.0,Ok,53.0,Ok,345
506971.687000,100.0,Ok,56.0,Ok,346
506971.734000,99.0,Ok,52.0,Ok,347
506971.781000,101.0,Ok,54.0,Ok,348
506971.828000,98.0,Ok,48.0,Ok,349
506971.890000,99.0,Ok,54.0,Ok,350
506971.937000,99.0,Ok,53.0,Ok,351
506971.984000,100.0,Ok,53.0,Ok,352
506972.031000,98.0,Ok,53.0,Ok,353
506972.078000,107.0,Ok,51.0,Ok,354
506972.125000,97.0,Ok,54.0,Ok,355
506972.171000,95.0,Ok,57.0,Ok,356
506972.234000,96.0,Ok,56.0,Ok,357
506972.281000,98.0,Ok,62.0,Ok,358
506972.328000,104.0,Ok,66.0,Ok,359
506972.375000,100.0,Ok,66.0,Ok,360
506972.437000,103.0,Ok,72.0,Ok,361
506972.484000,102.0,Ok,79.0,Ok,362
506972.531000,98.0,Ok,85.0,Ok,363
506972.578000,91.0,Ok,92.0,Ok,364
506972.625000,89.0,Ok,94.0,Ok,365
506972.687000,95.0,Ok,97.0,Ok,366
506972.718000,93.0,Ok,92.0,Ok,367
506972.781000,92.0,Ok,90.0,Ok,368
506972.828000,95.0,Ok,96.0,Ok,369
506972.875000,90.0,Ok,92.0,Ok,370
506972.921000,92.0,Ok,92.0,Ok,371
506972.968000,94.0,Ok,90.0,Ok,372
506973.015000,97.0,Ok,91.0,Ok,373
506973.078000,99.0,Ok,91.0,Ok,374
506973.125000,93.0,Ok,91.0,Ok,375
506973.187000,91.0,Ok,91.0,Ok,376
506973.218000,89.0,Ok,91.0,Ok,377
506973.281000,83.0,Ok,97.0,Ok,378
506973.328000,102.0,Ok,92.0,Ok,379
506973.375000,99.0,Ok,92.0,Ok,380
506973.437000,98.0,Ok,91.0,Ok,381
506973.484000,94.0,Ok,92.0,Ok,382
506973.531000,96.0,Ok,93.0,Ok,383
506973.562000,99.0,Ok,91.0,Ok,384
506973.625000,96.0,Ok,84.0,Ok,385
506973.687000,93.0,Ok,87.0,Ok,386
506973.734000,93.0,Ok,86.0,Ok,387
506973.781000,93.0,Ok,89.0,Ok,388
506973.828000,101.0,Ok,91.0,Ok,389
506973.875000,92.0,Ok,89.0,Ok,390
506973.921000,96.0,Ok,88.0,Ok,391
506973.968000,98.0,Ok,93.0,Ok,392
506974.015000,101.0,Ok,89.0,Ok,393
506974.062000,101.0,Ok,92.0,Ok,394
506974.125000,96.0,Ok,91.0,Ok,395
506974.187000,94.0,Ok,89.0,Ok,396
506974.234000,101.0,Ok,90.0,Ok,397
506974.281000,96.0,Ok,85.0,Ok,398
506974.328000,97.0,Ok,91.0,Ok,399
506974.375000,93.0,Ok,89.0,Ok,400
506974.437000,98.0,Ok,87.0,Ok,401
506974.484000,93.0,Ok,91.0,Ok,402
506974.531000,90.0,Ok,90.0,Ok,403
506974.578000,92.0,Ok,84.0,Ok,404
506974.640000,90.0,Ok,88.0,Ok,405
506974.687000,92.0,Ok,86.0,Ok,406
506974.734000,91.0,Ok,78.0,Ok,407
506974.781000,95.0,Ok,77.0,Ok,408
506974.828000,92.0,Ok,64.0,Ok,409
506974.890000,91.0,Ok,63.0,Ok,410
506974.937000,94.0,Ok,60.0,Ok,411
506974.984000,90.0,Ok,52.0,Ok,412
506975.031000,98.0,Ok,51.0,Ok,413
506975.078000,99.0,Ok,48.0,Ok,414
506975.125000,99.0,Ok,52.0,Ok,415
506975.187000,102.0,Ok,49.0,Ok,416
506975.218000,96.0,Ok,49.0,Ok,417
506975.281000,100.0,Ok,49.0,Ok,418
506975.328000,102.0,Ok,51.0,Ok,419
506975.375000,105.0,Ok,50.0,Ok,420
506975.437000,107.0,Ok,53.0,Ok,421
506975.484000,107.0,Ok,50.0,Ok,422
506975.531000,104.0,Ok,49.0,Ok,423
506975.578000,104.0,Ok,49.0,Ok,424
506975.625000,100.0,Ok,51.0,Ok,425
506975.687000,107.0,Ok,50.0,Ok,426
506975.734000,99.0,Ok,46.0,Ok,427
506975.781000,102.0,Ok,51.0,Ok,428
506975.812000,100.0,Ok,52.0,Ok,429
506975.875000,103.0,Ok,54.0,Ok,430
506975.937000,101.0,Ok,52.0,Ok,431
506975.984000,92.0,Ok,52.0,Ok,432
506976.031000,93.0,Ok,52.0,Ok,433
506976.078000,100.0,Ok,52.0,Ok,434
506976.125000,102.0,Ok,51.0,Ok,435
506976.187000,105.0,Ok,51.0,Ok,436
506976.234000,103.0,Ok,54.0,Ok,437
506976.281000,98.0,Ok,51.0,Ok,438
506976.328000,106.0,Ok,53.0,Ok,439
506976.375000,97.0,Ok,51.0,Ok,440
506976.421000,104.0,Ok,52.0,Ok,441
506976.484000,99.0,Ok,52.0,Ok,442
506976.515000,99.0,Ok,51.0,Ok,443
506976.578000,99.0,Ok,49.0,Ok,444
506976.625000,98.0,Ok,53.0,Ok,445
506976.687000,96.0,Ok,54.0,Ok,446
506976.734000,96.0,Ok,48.0,Ok,447
506976.781000,105.0,Ok,52.0,Ok,448
506976.828000,100.0,Ok,52.0,Ok,449
506976.875000,99.0,Ok,54.0,Ok,450
506976.921000,99.0,Ok,54.0,Ok,451
506976.984000,102.0,Ok,54.0,Ok,452
506977.031000,99.0,Ok,51.0,Ok,453
506977.078000,99.0,Ok,53.0,Ok,454
506977.125000,103.0,Ok,52.0,Ok,455
506977.187000,99.0,Ok,52.0,Ok,456
506977.234000,99.0,Ok,52.0,Ok,457
506977.281000,100.0,Ok,52.0,Ok,458
506977.359000,99.0,Ok,51.0,Ok,459
506977.375000,104.0,Ok,51.0,Ok,460
506977.421000,104.0,Ok,53.0,Ok,461
506977.468000,107.0,Ok,50.0,Ok,462
506977.531000,100.0,Ok,55.0,Ok,463
506977.578000,99.0,Ok,55.0,Ok,464
506977.625000,100.0,Ok,53.0,Ok,465
506977.671000,99.0,Ok,52.0,Ok,466
506977.734000,106.0,Ok,53.0,Ok,467
506977.781000,103.0,Ok,53.0,Ok,468
506977.828000,102.0,Ok,54.0,Ok,469
506977.875000,100.0,Ok,54.0,Ok,470
506977.937000,107.0,Ok,51.0,Ok,471
506977.984000,96.0,Ok,48.0,Ok,472
506978.031000,99.0,Ok,49.0,Ok,473
506978.078000,97.0,Ok,51.0,Ok,474
506978.125000,105.0,Ok,54.0,Ok,475
506978.187000,96.0,Ok,52.0,Ok,476
506978.234000,105.0,Ok,61.0,Ok,477
506978.281000,100.0,Ok,61.0,Ok,478
506978.328000,100.0,Ok,68.0,Ok,479
506978.375000,100.0,Ok,77.0,Ok,480
506978.437000,101.0,Ok,79.0,Ok,481
506978.484000,100.0,Ok,84.0,Ok,482
506978.531000,101.0,Ok,87.0,Ok,483
506978.578000,88.0,Ok,88.0,Ok,484
506978.625000,102.0,Ok,91.0,Ok,485
506978.671000,102.0,Ok,90.0,Ok,486
506978.734000,94.0,Ok,93.0,Ok,487
506978.781000,91.0,Ok,91.0,Ok,488
506978.828000,93.0,Ok,97.0,Ok,489
506978.875000,94.0,Ok,92.0,Ok,490
506978.921000,92.0,Ok,95.0,Ok,491
506978.984000,98.0,Ok,92.0,Ok,492
506979.031000,95.0,Ok,93.0,Ok,493
506979.078000,92.0,Ok,91.0,Ok,494
506979.125000,92.0,Ok,99.0,Ok,495
506979.187000,93.0,Ok,93.0,Ok,496
506979.234000,94.0,Ok,94.0,Ok,497
506979.281000,90.0,Ok,92.0,Ok,498
506979.328000,91.0,Ok,94.0,Ok,499
506979.375000,92.0,Ok,89.0,Ok,500
506979.437000,88.0,Ok,89.0,Ok,501
506979.484000,92.0,Ok,91.0,Ok,502
506979.531000,96.0,Ok,93.0,Ok,503
506979.578000,100.0,Ok,93.0,Ok,504
506979.625000,98.0,Ok,92.0,Ok,505
506979.671000,91.0,Ok,89.0,Ok,506
506979.718000,92.0,Ok,91.0,Ok,507
506979.781000,89.0,Ok,94.0,Ok,508
506979.828000,92.0,Ok,88.0,Ok,509
506979.875000,98.0,Ok,90.0,Ok,510
506979.937000,94.0,Ok,90.0,Ok,511
506979.984000,92.0,Ok,87.0,Ok,512
506980.031000,92.0,Ok,90.0,Ok,513
506980.078000,94.0,Ok,88.0,Ok,514
506980.125000,94.0,Ok,87.0,Ok,515
506980.187000,94.0,Ok,88.0,Ok,516
506980.234000,91.0,Ok,89.0,Ok,517
506980.281000,94.0,Ok,89.0,Ok,518
506980.328000,92.0,Ok,91.0,Ok,519
506980.375000,92.0,Ok,90.0,Ok,520
506980.421000,88.0,Ok,89.0,Ok,521
506980.468000,92.0,Ok,90.0,Ok,522
506980.531000,92.0,Ok,90.0,Ok,523
506980.578000,99.0,Ok,91.0,Ok,524
506980.625000,98.0,Ok,88.0,Ok,525
506980.671000,95.0,Ok,88.0,Ok,526
506980.718000,95.0,Ok,88.0,Ok,527
506980.781000,101.0,Ok,87.0,Ok,528
506980.828000,96.0,Ok,89.0,Ok,529
506980.875000,99.0,Ok,88.0,Ok,530
506980.937000,99.0,Ok,90.0,Ok,531
506980.984000,92.0,Ok,91.0,Ok,532
506981.031000,91.0,Ok,88.0,Ok,533
506981.078000,94.0,Ok,87.0,Ok,534
506981.125000,90.0,Ok,87.0,Ok,535
506981.187000,97.0,Ok,89.0,Ok,536
506981.234000,92.0,Ok,88.0,Ok,537
506981.281000,97.0,Ok,90.0,Ok,538
506981.328000,92.0,Ok,90.0,Ok,539
506981.375000,98.0,Ok,86.0,Ok,540
506981.421000,100.0,Ok,88.0,Ok,541
506981.484000,96.0,Ok,87.0,Ok,542
506981.531000,96.0,Ok,88.0,Ok,543
506981.578000,94.0,Ok,87.0,Ok,544
506981.625000,92.0,Ok,90.0,Ok,545
506981.671000,92.0,Ok,87.0,Ok,546
506981.718000,92.0,Ok,88.0,Ok,547
506981.781000,92.0,Ok,85.0,Ok,548
506981.828000,92.0,Ok,87.0,Ok,549
506981.875000,98.0,Ok,89.0,Ok,550
506981.937000,92.0,Ok,87.0,Ok,551
506981.984000,84.0,Ok,88.0,Ok,552
506982.031000,97.0,Ok,88.0,Ok,553
506982.078000,98.0,Ok,87.0,Ok,554
506982.125000,92.0,Ok,89.0,Ok,555
506982.187000,95.0,Ok,88.0,Ok,556
506982.234000,96.0,Ok,88.0,Ok,557
506982.281000,99.0,Ok,88.0,Ok,558
506982.328000,96.0,Ok,82.0,Ok,559
506982.375000,92.0,Ok,88.0,Ok,560
506982.421000,89.0,Ok,91.0,Ok,561
506982.484000,99.0,Ok,89.0,Ok,562
506982.531000,98.0,Ok,86.0,Ok,563
506982.578000,97.0,Ok,88.0,Ok,564
506982.625000,95.0,Ok,87.0,Ok,565
506982.671000,89.0,Ok,87.0,Ok,566
506982.734000,90.0,Ok,87.0,Ok,567
506982.781000,91.0,Ok,87.0,Ok,568
506982.828000,87.0,Ok,87.0,Ok,569
506982.875000,90.0,Ok,90.0,Ok,570
506982.937000,88.0,Ok,87.0,Ok,571
506982.984000,89.0,Ok,87.0,Ok,572
506983.031000,89.0,Ok,87.0,Ok,573
506983.078000,87.0,Ok,87.0,Ok,574
506983.125000,96.0,Ok,88.0,Ok,575
506983.187000,89.0,Ok,87.0,Ok,576
506983.234000,85.0,Ok,87.0,Ok,577
506983.281000,95.0,Ok,83.0,Ok,578
506983.328000,87.0,Ok,87.0,Ok,579
506983.375000,83.0,Ok,90.0,Ok,580
