t_monotonic,left_distance_cm,left_status,right_distance_cm,right_status,sequence
507518.171000,123.0,Ok,84.0,Ok,11276
507518.218000,123.0,Ok,91.0,Ok,11277
507518.265000,123.0,Ok,91.0,Ok,11278
507518.312000,121.0,Ok,91.0,Ok,11279
507518.375000,112.0,Ok,87.0,Ok,11280
507518.421000,112.0,Ok,91.0,Ok,11281
507518.468000,118.0,Ok,92.0,Ok,11282
507518.531000,121.0,Ok,90.0,Ok,11283
507518.578000,119.0,Ok,92.0,Ok,11284
507518.656000,122.0,Ok,87.0,Ok,11285
507518.671000,119.0,Ok,91.0,Ok,11286
507518.718000,122.0,Ok,89.0,Ok,11287
507518.781000,122.0,Ok,83.0,Ok,11288
507518.828000,96.0,Ok,89.0,Ok,11289
507518.875000,72.0,Ok,91.0,Ok,11290
507518.921000,65.0,Ok,91.0,Ok,11291
507518.968000,52.0,Ok,92.0,Ok,11292
507519.015000,52.0,Ok,90.0,Ok,11293
507519.062000,84.0,Ok,85.0,Ok,11294
507519.109000,65.0,Ok,90.0,Ok,11295
507519.156000,60.0,Ok,90.0,Ok,11296
507519.218000,56.0,Ok,91.0,Ok,11297
507519.281000,50.0,Ok,83.0,Ok,11298
507519.312000,76.0,Ok,89.0,Ok,11299
507519.359000,106.0,Ok,86.0,Ok,11300
507519.406000,69.0,Ok,89.0,Ok,11301
507519.468000,81.0,Ok,92.0,Ok,11302
507519.515000,106.0,Ok,86.0,Ok,11303
507519.562000,92.0,Ok,92.0,Ok,11304
507519.625000,122.0,Ok,94.0,Ok,11305
507519.671000,116.0,Ok,93.0,Ok,11306
507519.718000,113.0,Ok,93.0,Ok,11307
507519.781000,113.0,Ok,88.0,Ok,11308
507519.828000,111.0,Ok,85.0,Ok,11309
507519.875000,114.0,Ok,93.0,Ok,11310
507519.921000,113.0,Ok,86.0,Ok,11311
507519.968000,108.0,Ok,95.0,Ok,11312
507520.015000,109.0,Ok,88.0,Ok,11313
507520.062000,110.0,Ok,88.0,Ok,11314
507520.109000,108.0,Ok,88.0,Ok,11315
507520.171000,108.0,Ok,89.0,Ok,11316
507520.218000,104.0,Ok,90.0,Ok,11317
507520.281000,102.0,Ok,88.0,Ok,11318
507520.328000,99.0,Ok,91.0,Ok,11319
507520.375000,101.0,Ok,92.0,Ok,11320
507520.421000,100.0,Ok,88.0,Ok,11321
507520.468000,99.0,Ok,89.0,Ok,11322
507520.515000,98.0,Ok,90.0,Ok,11323
507520.578000,95.0,Ok,87.0,Ok,11324
507520.625000,94.0,Ok,91.0,Ok,11325
507520.671000,96.0,Ok,90.0,Ok,11326
507520.718000,92.0,Ok,88.0,Ok,11327
507520.765000,94.0,Ok,90.0,Ok,11328
507520.812000,93.0,Ok,88.0,Ok,11329
507520.875000,100.0,Ok,94.0,Ok,11330
507520.921000,97.0,Ok,90.0,Ok,11331
507520.984000,99.0,Ok,91.0,Ok,11332
507521.015000,97.0,Ok,87.0,Ok,11333
507521.078000,102.0,Ok,88.0,Ok,11334
507521.125000,103.0,Ok,91.0,Ok,11335
507521.171000,109.0,Ok,89.0,Ok,11336
507521.218000,122.0,Ok,84.0,Ok,11337
507521.265000,71.0,Ok,78.0,Ok,11338
507521.328000,121.0,Ok,74.0,Ok,11339
507521.375000,107.0,Ok,63.0,Ok,11340
507521.421000,102.0,Ok,57.0,Ok,11341
507521.468000,76.0,Ok,55.0,Ok,11342
507521.515000,105.0,Ok,56.0,Ok,11343
507521.578000,109.0,Ok,44.0,Ok,11344
507521.625000,105.0,Ok,51.0,Ok,11345
507521.656000,102.0,Ok,52.0,Ok,11346
507521.750000,114.0,Ok,47.0,Ok,11347
507521.781000,100.0,Ok,56.0,Ok,11348
507521.812000,103.0,Ok,66.0,Ok,11349
507521.875000,109.0,Ok,70.0,Ok,11350
507521.921000,93.0,Ok,72.0,Ok,11351
507521.968000,88.0,Ok,83.0,Ok,11352
507522.031000,99.0,Ok,81.0,Ok,11353
507522.078000,101.0,Ok,93.0,Ok,11354
507522.109000,104.0,Ok,89.0,Ok,11355
507522.171000,102.0,Ok,92.0,Ok,11356
507522.218000,99.0,Ok,97.0,Ok,11357
507522.281000,91.0,Ok,95.0,Ok,11358
507522.328000,93.0,Ok,97.0,Ok,11359
507522.375000,89.0,Ok,90.0,Ok,11360
507522.421000,88.0,Ok,89.0,Ok,11361
507522.468000,95.0,Ok,85.0,Ok,11362
507522.531000,95.0,Ok,79.0,Ok,11363
507522.578000,104.0,Ok,82.0,Ok,11364
507522.625000,104.0,Ok,76.0,Ok,11365
507522.671000,111.0,Ok,78.0,Ok,11366
507522.750000,62.0,Ok,77.0,Ok,11367
507522.781000,132.0,Ok,82.0,Ok,11368
507522.828000,118.0,Ok,83.0,Ok,11369
507522.875000,116.0,Ok,82.0,Ok,11370
507522.921000,107.0,Ok,72.0,Ok,11371
507522.968000,110.0,Ok,79.0,Ok,11372
507523.015000,109.0,Ok,83.0,Ok,11373
507523.078000,111.0,Ok,89.0,Ok,11374
507523.125000,106.0,Ok,86.0,Ok,11375
507523.171000,104.0,Ok,82.0,Ok,11376
507523.218000,105.0,Ok,82.0,Ok,11377
507523.281000,104.0,Ok,91.0,Ok,11378
507523.312000,105.0,Ok,85.0,Ok,11379
507523.375000,108.0,Ok,84.0,Ok,11380
507523.421000,107.0,Ok,88.0,Ok,11381
507523.468000,108.0,Ok,83.0,Ok,11382
507523.531000,109.0,Ok,91.0,Ok,11383
507523.562000,108.0,Ok,85.0,Ok,11384
507523.625000,108.0,Ok,84.0,Ok,11385
507523.671000,107.0,Ok,89.0,Ok,11386
507523.718000,106.0,Ok,90.0,Ok,11387
507523.781000,108.0,Ok,89.0,Ok,11388
507523.828000,110.0,Ok,92.0,Ok,11389
507523.875000,107.0,Ok,90.0,Ok,11390
507523.921000,105.0,Ok,90.0,Ok,11391
507523.968000,106.0,Ok,86.0,Ok,11392
507524.031000,105.0,Ok,92.0,Ok,11393
507524.062000,103.0,Ok,92.0,Ok,11394
507524.125000,105.0,Ok,91.0,Ok,11395
507524.171000,110.0,Ok,93.0,Ok,11396
507524.218000,110.0,Ok,89.0,Ok,11397
507524.281000,114.0,Ok,94.0,Ok,11398
507524.328000,113.0,Ok,92.0,Ok,11399
507524.375000,111.0,Ok,92.0,Ok,11400
507524.421000,114.0,Ok,91.0,Ok,11401
507524.468000,116.0,Ok,94.0,Ok,11402
507524.515000,122.0,Ok,92.0,Ok,11403
507524.562000,132.0,Ok,94.0,Ok,11404
507524.609000,130.0,Ok,90.0,Ok,11405
507524.671000,137.0,Ok,87.0,Ok,11406
507524.718000,71.0,Ok,94.0,Ok,11407
507524.781000,92.0,Ok,96.0,Ok,11408
507524.828000,100.0,Ok,95.0,Ok,11409
507524.875000,99.0,Ok,97.0,Ok,11410
507524.921000,109.0,Ok,91.0,Ok,11411
507524.968000,121.0,Ok,91.0,Ok,11412
507525.031000,127.0,Ok,84.0,Ok,11413
507525.078000,76.0,Ok,81.0,Ok,11414
507525.125000,89.0,Ok,89.0,Ok,11415
507525.171000,99.0,Ok,92.0,Ok,11416
507525.218000,107.0,Ok,89.0,Ok,11417
507525.265000,108.0,Ok,94.0,Ok,11418
507525.328000,107.0,Ok,92.0,Ok,11419
507525.375000,96.0,Ok,92.0,Ok,11420
507525.421000,94.0,Ok,92.0,Ok,11421
507525.468000,91.0,Ok,97.0,Ok,11422
507525.531000,86.0,Ok,94.0,Ok,11423
507525.578000,89.0,Ok,92.0,Ok,11424
507525.625000,94.0,Ok,91.0,Ok,11425
507525.671000,95.0,Ok,98.0,Ok,11426
507525.718000,99.0,Ok,92.0,Ok,11427
507525.781000,94.0,Ok,96.0,Ok,11428
507525.812000,93.0,Ok,94.0,Ok,11429
507525.875000,95.0,Ok,93.0,Ok,11430
507525.921000,104.0,Ok,95.0,Ok,11431
507525.968000,94.0,Ok,98.0,Ok,11432
507526.015000,104.0,Ok,99.0,Ok,11433
507526.078000,99.0,Ok,84.0,Ok,11434
507526.125000,111.0,Ok,88.0,Ok,11435
507526.171000,83.0,Ok,78.0,Ok,11436
507526.218000,103.0,Ok,74.0,Ok,11437
507526.265000,103.0,Ok,64.0,Ok,11438
507526.312000,75.0,Ok,56.0,Ok,11439
507526.375000,101.0,Ok,54.0,Ok,11440
507526.421000,120.0,Ok,55.0,Ok,11441
507526.468000,100.0,Ok,46.0,Ok,11442
507526.515000,96.0,Ok,40.0,Ok,11443
507526.562000,105.0,Ok,47.0,Ok,11444
507526.625000,107.0,Ok,54.0,Ok,11445
507526.671000,97.0,Ok,59.0,Ok,11446
507526.718000,99.0,Ok,68.0,Ok,11447
507526.765000,103.0,Ok,63.0,Ok,11448
507526.828000,101.0,Ok,75.0,Ok,11449
507526.875000,92.0,Ok,85.0,Ok,11450
507526.921000,129.0,Ok,83.0,Ok,11451
507526.968000,108.0,Ok,85.0,Ok,11452
507527.015000,98.0,Ok,97.0,Ok,11453
507527.078000,96.0,Ok,92.0,Ok,11454
507527.125000,91.0,Ok,89.0,Ok,11455
507527.171000,95.0,Ok,101.0,Ok,11456
507527.218000,101.0,Ok,96.0,Ok,11457
507527.265000,97.0,Ok,97.0,Ok,11458
507527.328000,95.0,Ok,91.0,Ok,11459
507527.375000,95.0,Ok,94.0,Ok,11460
507527.421000,98.0,Ok,90.0,Ok,11461
507527.484000,108.0,Ok,94.0,Ok,11462
507527.531000,100.0,Ok,97.0,Ok,11463
507527.578000,96.0,Ok,95.0,Ok,11464
507527.625000,102.0,Ok,99.0,Ok,11465
507527.671000,105.0,Ok,100.0,Ok,11466
507527.718000,101.0,Ok,94.0,Ok,11467
507527.781000,101.0,Ok,87.0,Ok,11468
507527.828000,97.0,Ok,89.0,Ok,11469
507527.875000,101.0,Ok,89.0,Ok,11470
507527.921000,99.0,Ok,97.0,Ok,11471
507527.968000,102.0,Ok,93.0,Ok,11472
507528.015000,111.0,Ok,92.0,Ok,11473
507528.078000,114.0,Ok,91.0,Ok,11474
507528.125000,109.0,Ok,85.0,Ok,11475
507528.171000,105.0,Ok,90.0,Ok,11476
507528.218000,107.0,Ok,92.0,Ok,11477
507528.281000,110.0,Ok,91.0,Ok,11478
507528.328000,67.0,Ok,89.0,Ok,11479
507528.375000,70.0,Ok,91.0,Ok,11480
507528.421000,120.0,Ok,92.0,Ok,11481
507528.468000,125.0,Ok,90.0,Ok,11482
507528.515000,119.0,Ok,90.0,Ok,11483
507528.578000,108.0,Ok,90.0,Ok,11484
507528.625000,103.0,Ok,95.0,Ok,11485
507528.671000,104.0,Ok,95.0,Ok,11486
507528.718000,105.0,Ok,93.0,Ok,11487
507528.781000,108.0,Ok,92.0,Ok,11488
507528.828000,120.0,Ok,94.0,Ok,11489
507528.875000,112.0,Ok,88.0,Ok,11490
507528.921000,113.0,Ok,89.0,Ok,11491
507528.968000,115.0,Ok,86.0,Ok,11492
507529.015000,109.0,Ok,86.0,Ok,11493
507529.078000,102.0,Ok,87.0,Ok,11494
507529.125000,101.0,Ok,88.0,Ok,11495
507529.171000,106.0,Ok,89.0,Ok,11496
507529.218000,102.0,Ok,90.0,Ok,11497
507529.281000,103.0,Ok,88.0,Ok,11498
507529.328000,103.0,Ok,89.0,Ok,11499
507529.375000,99.0,Ok,91.0,Ok,11500
507529.421000,99.0,Ok,91.0,Ok,11501
507529.468000,93.0,Ok,89.0,Ok,11502
507529.562000,91.0,Ok,88.0,Ok,11503
507529.578000,92.0,Ok,91.0,Ok,11504
507529.625000,94.0,Ok,88.0,Ok,11505
507529.671000,96.0,Ok,88.0,Ok,11506
507529.718000,101.0,Ok,91.0,Ok,11507
507529.765000,102.0,Ok,90.0,Ok,11508
507529.828000,98.0,Ok,93.0,Ok,11509
507529.875000,96.0,Ok,94.0,Ok,11510
507529.921000,95.0,Ok,89.0,Ok,11511
507529.968000,101.0,Ok,95.0,Ok,11512
507530.031000,106.0,Ok,94.0,Ok,11513
507530.078000,99.0,Ok,95.0,Ok,11514
507530.125000,98.0,Ok,93.0,Ok,11515
507530.171000,100.0,Ok,95.0,Ok,11516
507530.218000,99.0,Ok,94.0,Ok,11517
507530.265000,97.0,Ok,90.0,Ok,11518
507530.328000,106.0,Ok,99.0,Ok,11519
507530.375000,97.0,Ok,92.0,Ok,11520
507530.421000,103.0,Ok,95.0,Ok,11521
507530.468000,96.0,Ok,93.0,Ok,11522
507530.531000,107.0,Ok,98.0,Ok,11523
507530.578000,107.0,Ok,97.0,Ok,11524
507530.625000,103.0,Ok,90.0,Ok,11525
507530.671000,106.0,Ok,96.0,Ok,11526
507530.718000,102.0,Ok,99.0,Ok,11527
507530.781000,106.0,Ok,96.0,Ok,11528
507530.828000,105.0,Ok,97.0,Ok,11529
507530.859000,91.0,Ok,99.0,Ok,11530
507530.921000,78.0,Ok,96.0,Ok,11531
507530.968000,77.0,Ok,99.0,Ok,11532
507531.031000,85.0,Ok,97.0,Ok,11533
507531.078000,88.0,Ok,99.0,Ok,11534
507531.125000,87.0,Ok,96.0,Ok,11535
507531.171000,86.0,Ok,98.0,Ok,11536
507531.218000,91.0,Ok,93.0,Ok,11537
507531.265000,88.0,Ok,100.0,Ok,11538
507531.328000,87.0,Ok,101.0,Ok,11539
507531.375000,89.0,Ok,100.0,Ok,11540
507531.421000,65535.0,RangingRxTimeout,96.0,Ok,11541
507531.468000,87.0,Ok,98.0,Ok,11542
507531.515000,90.0,Ok,100.0,Ok,11543
507531.578000,93.0,Ok,97.0,Ok,11544
507531.625000,92.0,Ok,96.0,Ok,11545
507531.671000,98.0,Ok,99.0,Ok,11546
507531.718000,94.0,Ok,99.0,Ok,11547
507531.781000,89.0,Ok,99.0,Ok,11548
507531.828000,107.0,Ok,88.0,Ok,11549
507531.875000,100.0,Ok,93.0,Ok,11550
507531.921000,93.0,Ok,88.0,Ok,11551
507531.968000,92.0,Ok,87.0,Ok,11552
507532.031000,139.0,Ok,87.0,Ok,11553
507532.078000,58.0,Ok,84.0,Ok,11554
507532.125000,129.0,Ok,93.0,Ok,11555
507532.171000,134.0,Ok,92.0,Ok,11556
507532.218000,76.0,Ok,92.0,Ok,11557
507532.281000,109.0,Ok,83.0,Ok,11558
507532.328000,109.0,Ok,81.0,Ok,11559
507532.375000,103.0,Ok,80.0,Ok,11560
507532.421000,85.0,Ok,82.0,Ok,11561
507532.468000,86.0,Ok,86.0,Ok,11562
507532.531000,80.0,Ok,86.0,Ok,11563
507532.578000,92.0,Ok,77.0,Ok,11564
507532.609000,94.0,Ok,76.0,Ok,11565
507532.671000,94.0,Ok,80.0,Ok,11566
507532.718000,80.0,Ok,84.0,Ok,11567
507532.781000,89.0,Ok,79.0,Ok,11568
507532.828000,91.0,Ok,82.0,Ok,11569
507532.875000,90.0,Ok,80.0,Ok,11570
507532.921000,88.0,Ok,78.0,Ok,11571
507532.968000,84.0,Ok,74.0,Ok,11572
507533.031000,90.0,Ok,79.0,Ok,11573
507533.078000,90.0,Ok,77.0,Ok,11574
507533.125000,106.0,Ok,78.0,Ok,11575
507533.171000,98.0,Ok,77.0,Ok,11576
507533.218000,99.0,Ok,76.0,Ok,11577
507533.281000,78.0,Ok,80.0,Ok,11578
507533.328000,84.0,Ok,77.0,Ok,11579
507533.375000,92.0,Ok,82.0,Ok,11580
507533.421000,80.0,Ok,77.0,Ok,11581
507533.468000,88.0,Ok,85.0,Ok,11582
507533.515000,95.0,Ok,77.0,Ok,11583
507533.578000,95.0,Ok,79.0,Ok,11584
507533.640000,103.0,Ok,80.0,Ok,11585
507533.671000,101.0,Ok,80.0,Ok,11586
507533.718000,92.0,Ok,84.0,Ok,11587
507533.781000,94.0,Ok,81.0,Ok,11588
507533.828000,85.0,Ok,84.0,Ok,11589
507533.875000,96.0,Ok,80.0,Ok,11590
507533.921000,99.0,Ok,90.0,Ok,11591
507533.968000,98.0,Ok,78.0,Ok,11592
507534.031000,98.0,Ok,81.0,Ok,11593
507534.078000,95.0,Ok,82.0,Ok,11594
507534.109000,90.0,Ok,80.0,Ok,11595
507534.171000,92.0,Ok,78.0,Ok,11596
507534.218000,83.0,Ok,85.0,Ok,11597
507534.281000,87.0,Ok,84.0,Ok,11598
507534.312000,92.0,Ok,78.0,Ok,11599
507534.375000,93.0,Ok,80.0,Ok,11600
507534.421000,91.0,Ok,80.0,Ok,11601
507534.468000,92.0,Ok,84.0,Ok,11602
507534.515000,88.0,Ok,88.0,Ok,11603
507534.562000,94.0,Ok,88.0,Ok,11604
507534.625000,90.0,Ok,82.0,Ok,11605
507534.656000,92.0,Ok,91.0,Ok,11606
507534.718000,91.0,Ok,80.0,Ok,11607
507534.765000,91.0,Ok,87.0,Ok,11608
507534.828000,92.0,Ok,87.0,Ok,11609
507534.875000,93.0,Ok,90.0,Ok,11610
507534.921000,84.0,Ok,82.0,Ok,11611
507534.968000,94.0,Ok,77.0,Ok,11612
507535.031000,92.0,Ok,79.0,Ok,11613
507535.078000,81.0,Ok,78.0,Ok,11614
507535.109000,92.0,Ok,82.0,Ok,11615
507535.171000,93.0,Ok,77.0,Ok,11616
507535.218000,96.0,Ok,92.0,Ok,11617
507535.265000,91.0,Ok,92.0,Ok,11618
507535.328000,96.0,Ok,85.0,Ok,11619
507535.375000,92.0,Ok,79.0,Ok,11620
507535.421000,94.0,Ok,82.0,Ok,11621
507535.468000,92.0,Ok,77.0,Ok,11622
507535.531000,94.0,Ok,90.0,Ok,11623
507535.578000,88.0,Ok,83.0,Ok,11624
507535.625000,88.0,Ok,82.0,Ok,11625
507535.671000,116.0,Ok,85.0,Ok,11626
507535.718000,135.0,Ok,83.0,Ok,11627
507535.765000,122.0,Ok,94.0,Ok,11628
507535.828000,94.0,Ok,81.0,Ok,11629
507535.875000,96.0,Ok,84.0,Ok,11630
507535.921000,115.0,Ok,79.0,Ok,11631
507535.968000,92.0,Ok,73.0,Ok,11632
507536.031000,87.0,Ok,90.0,Ok,11633
507536.078000,96.0,Ok,82.0,Ok,11634
507536.109000,92.0,Ok,88.0,Ok,11635
507536.171000,68.0,Ok,80.0,Ok,11636
507536.218000,98.0,Ok,84.0,Ok,11637
507536.265000,88.0,Ok,84.0,Ok,11638
507536.328000,101.0,Ok,91.0,Ok,11639
507536.375000,102.0,Ok,85.0,Ok,11640
507536.421000,87.0,Ok,91.0,Ok,11641
507536.468000,88.0,Ok,80.0,Ok,11642
507536.531000,94.0,Ok,81.0,Ok,11643
507536.578000,94.0,Ok,79.0,Ok,11644
507536.625000,87.0,Ok,84.0,Ok,11645
507536.671000,95.0,Ok,84.0,Ok,11646
507536.718000,86.0,Ok,77.0,Ok,11647
507536.765000,84.0,Ok,80.0,Ok,11648
507536.812000,104.0,Ok,86.0,Ok,11649
507536.859000,94.0,Ok,88.0,Ok,11650
507536.921000,83.0,Ok,86.0,Ok,11651
507536.968000,91.0,Ok,79.0,Ok,11652
507537.031000,108.0,Ok,82.0,Ok,11653
507537.078000,106.0,Ok,79.0,Ok,11654
507537.125000,89.0,Ok,84.0,Ok,11655
507537.171000,80.0,Ok,78.0,Ok,11656
507537.218000,82.0,Ok,89.0,Ok,11657
507537.265000,82.0,Ok,86.0,Ok,11658
507537.312000,80.0,Ok,80.0,Ok,11659
507537.359000,80.0,Ok,84.0,Ok,11660
507537.421000,89.0,Ok,83.0,Ok,11661
507537.468000,77.0,Ok,78.0,Ok,11662
507537.515000,89.0,Ok,80.0,Ok,11663
507537.578000,88.0,Ok,83.0,Ok,11664
507537.625000,89.0,Ok,81.0,Ok,11665
507537.671000,98.0,Ok,89.0,Ok,11666
507537.718000,95.0,Ok,84.0,Ok,11667
507537.765000,91.0,Ok,83.0,Ok,11668
507537.828000,86.0,Ok,84.0,Ok,11669
507537.875000,96.0,Ok,85.0,Ok,11670
507537.921000,93.0,Ok,83.0,Ok,11671
507537.968000,85.0,Ok,85.0,Ok,11672
507538.015000,86.0,Ok,79.0,Ok,11673
507538.078000,87.0,Ok,84.0,Ok,11674
507538.125000,71.0,Ok,80.0,Ok,11675
507538.171000,86.0,Ok,78.0,Ok,11676
507538.218000,89.0,Ok,94.0,Ok,11677
507538.265000,84.0,Ok,86.0,Ok,11678
507538.328000,90.0,Ok,81.0,Ok,11679
507538.375000,84.0,Ok,77.0,Ok,11680
507538.421000,89.0,Ok,93.0,Ok,11681
507538.468000,94.0,Ok,78.0,Ok,11682
507538.531000,84.0,Ok,84.0,Ok,11683
507538.578000,90.0,Ok,81.0,Ok,11684
507538.625000,105.0,Ok,73.0,Ok,11685
507538.671000,90.0,Ok,70.0,Ok,11686
507538.718000,77.0,Ok,81.0,Ok,11687
507538.765000,88.0,Ok,80.0,Ok,11688
507538.828000,91.0,Ok,84.0,Ok,11689
507538.875000,97.0,Ok,85.0,Ok,11690
507538.921000,94.0,Ok,85.0,Ok,11691
507538.968000,96.0,Ok,80.0,Ok,11692
507539.015000,81.0,Ok,84.0,Ok,11693
507539.078000,105.0,Ok,77.0,Ok,11694
507539.125000,90.0,Ok,84.0,Ok,11695
507539.187000,90.0,Ok,83.0,Ok,11696
507539.218000,98.0,Ok,84.0,Ok,11697
507539.281000,93.0,Ok,75.0,Ok,11698
507539.328000,92.0,Ok,90.0,Ok,11699
507539.375000,85.0,Ok,81.0,Ok,11700
507539.421000,95.0,Ok,82.0,Ok,11701
507539.468000,88.0,Ok,87.0,Ok,11702
507539.531000,85.0,Ok,80.0,Ok,11703
507539.578000,82.0,Ok,85.0,Ok,11704
507539.625000,89.0,Ok,89.0,Ok,11705
507539.671000,88.0,Ok,80.0,Ok,11706
507539.734000,90.0,Ok,86.0,Ok,11707
507539.765000,83.0,Ok,86.0,Ok,11708
507539.828000,85.0,Ok,78.0,Ok,11709
507539.875000,84.0,Ok,88.0,Ok,11710
507539.921000,88.0,Ok,88.0,Ok,11711
507539.968000,90.0,Ok,80.0,Ok,11712
507540.015000,92.0,Ok,83.0,Ok,11713
507540.078000,91.0,Ok,82.0,Ok,11714
507540.125000,89.0,Ok,88.0,Ok,11715
507540.171000,85.0,Ok,81.0,Ok,11716
507540.218000,87.0,Ok,85.0,Ok,11717
507540.265000,85.0,Ok,79.0,Ok,11718
507540.328000,84.0,Ok,81.0,Ok,11719
507540.375000,93.0,Ok,91.0,Ok,11720
507540.421000,88.0,Ok,83.0,Ok,11721
507540.468000,85.0,Ok,77.0,Ok,11722
507540.515000,78.0,Ok,83.0,Ok,11723
507540.562000,85.0,Ok,82.0,Ok,11724
507540.625000,94.0,Ok,81.0,Ok,11725
507540.671000,91.0,Ok,77.0,Ok,11726
507540.718000,85.0,Ok,86.0,Ok,11727
507540.765000,83.0,Ok,79.0,Ok,11728
507540.828000,91.0,Ok,80.0,Ok,11729
507540.875000,83.0,Ok,87.0,Ok,11730
507540.921000,77.0,Ok,77.0,Ok,11731
507540.968000,91.0,Ok,81.0,Ok,11732
507541.015000,85.0,Ok,78.0,Ok,11733
507541.062000,85.0,Ok,76.0,Ok,11734
507541.125000,87.0,Ok,81.0,Ok,11735
507541.171000,117.0,Ok,85.0,Ok,11736
507541.218000,121.0,Ok,84.0,Ok,11737
507541.265000,92.0,Ok,80.0,Ok,11738
507541.312000,92.0,Ok,78.0,Ok,11739
507541.375000,91.0,Ok,78.0,Ok,11740
507541.421000,76.0,Ok,78.0,Ok,11741
507541.468000,106.0,Ok,77.0,Ok,11742
507541.515000,96.0,Ok,77.0,Ok,11743
507541.578000,91.0,Ok,80.0,Ok,11744
507541.625000,92.0,Ok,81.0,Ok,11745
507541.656000,86.0,Ok,83.0,Ok,11746
507541.718000,102.0,Ok,81.0,Ok,11747
507541.765000,100.0,Ok,78.0,Ok,11748
507541.828000,77.0,Ok,78.0,Ok,11749
507541.859000,85.0,Ok,83.0,Ok,11750
507541.921000,86.0,Ok,71.0,Ok,11751
507541.968000,84.0,Ok,77.0,Ok,11752
507542.031000,77.0,Ok,90.0,Ok,11753
507542.078000,114.0,Ok,79.0,Ok,11754
507542.125000,92.0,Ok,80.0,Ok,11755
507542.171000,86.0,Ok,87.0,Ok,11756
507542.218000,89.0,Ok,86.0,Ok,11757
507542.281000,99.0,Ok,83.0,Ok,11758
507542.328000,88.0,Ok,86.0,Ok,11759
507542.375000,103.0,Ok,81.0,Ok,11760
507542.421000,105.0,Ok,92.0,Ok,11761
507542.468000,96.0,Ok,78.0,Ok,11762
507542.515000,85.0,Ok,80.0,Ok,11763
507542.578000,84.0,Ok,90.0,Ok,11764
507542.609000,90.0,Ok,93.0,Ok,11765
507542.671000,90.0,Ok,80.0,Ok,11766
507542.718000,96.0,Ok,87.0,Ok,11767
507542.765000,92.0,Ok,82.0,Ok,11768
507542.828000,75.0,Ok,86.0,Ok,11769
507542.859000,84.0,Ok,81.0,Ok,11770
507542.921000,89.0,Ok,73.0,Ok,11771
507542.968000,92.0,Ok,91.0,Ok,11772
507543.015000,86.0,Ok,77.0,Ok,11773
507543.078000,86.0,Ok,84.0,Ok,11774
507543.125000,91.0,Ok,81.0,Ok,11775
507543.187000,94.0,Ok,88.0,Ok,11776
507543.218000,96.0,Ok,73.0,Ok,11777
507543.281000,85.0,Ok,77.0,Ok,11778
507543.328000,95.0,Ok,77.0,Ok,11779
507543.375000,88.0,Ok,87.0,Ok,11780
507543.421000,90.0,Ok,76.0,Ok,11781
507543.468000,81.0,Ok,84.0,Ok,11782
507543.515000,88.0,Ok,78.0,Ok,11783
507543.578000,91.0,Ok,79.0,Ok,11784
507543.625000,90.0,Ok,84.0,Ok,11785
507543.671000,88.0,Ok,77.0,Ok,11786
507543.718000,82.0,Ok,80.0,Ok,11787
507543.765000,86.0,Ok,89.0,Ok,11788
507543.828000,89.0,Ok,79.0,Ok,11789
507543.875000,90.0,Ok,83.0,Ok,11790
507543.921000,101.0,Ok,88.0,Ok,11791
507543.968000,91.0,Ok,79.0,Ok,11792
507544.015000,85.0,Ok,77.0,Ok,11793
507544.078000,93.0,Ok,80.0,Ok,11794
507544.125000,85.0,Ok,79.0,Ok,11795
507544.171000,82.0,Ok,82.0,Ok,11796
507544.218000,76.0,Ok,79.0,Ok,11797
507544.281000,88.0,Ok,76.0,Ok,11798
507544.328000,86.0,Ok,82.0,Ok,11799
507544.375000,92.0,Ok,81.0,Ok,11800
507544.421000,84.0,Ok,80.0,Ok,11801
507544.468000,94.0,Ok,78.0,Ok,11802
507544.515000,91.0,Ok,82.0,Ok,11803
507544.578000,89.0,Ok,75.0,Ok,11804
507544.625000,84.0,Ok,84.0,Ok,11805
507544.671000,77.0,Ok,86.0,Ok,11806
507544.718000,90.0,Ok,78.0,Ok,11807
507544.781000,101.0,Ok,80.0,Ok,11808
507544.828000,94.0,Ok,82.0,Ok,11809
507544.875000,90.0,Ok,82.0,Ok,11810
507544.921000,82.0,Ok,81.0,Ok,11811
507544.968000,89.0,Ok,77.0,Ok,11812
507545.015000,91.0,Ok,79.0,Ok,11813
507545.078000,89.0,Ok,79.0,Ok,11814
507545.125000,84.0,Ok,78.0,Ok,11815
507545.171000,88.0,Ok,86.0,Ok,11816
507545.218000,98.0,Ok,78.0,Ok,11817
507545.265000,101.0,Ok,77.0,Ok,11818
507545.328000,89.0,Ok,77.0,Ok,11819
507545.375000,89.0,Ok,87.0,Ok,11820
507545.421000,84.0,Ok,72.0,Ok,11821
507545.468000,83.0,Ok,76.0,Ok,11822
507545.515000,84.0,Ok,81.0,Ok,11823
507545.578000,88.0,Ok,80.0,Ok,11824
507545.625000,91.0,Ok,78.0,Ok,11825
507545.671000,97.0,Ok,78.0,Ok,11826
507545.734000,100.0,Ok,79.0,Ok,11827
507545.781000,82.0,Ok,79.0,Ok,11828
507545.828000,83.0,Ok,85.0,Ok,11829
507545.859000,84.0,Ok,77.0,Ok,11830
507545.921000,86.0,Ok,91.0,Ok,11831
507545.968000,84.0,Ok,73.0,Ok,11832
507546.031000,84.0,Ok,87.0,Ok,11833
